"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
110764313093221_356913015145015,https://www.facebook.com/jowradio/posts/356913015145015,"في مثل هذا اليوم من سنة 1832 تمت المبايعة الأولى للأمير عبد القادر الأولى  في سهل غريس  بمعسكر .",Photo,,,"11/27/2019 05:19:34 AM"," ",79659,79659,0,81056,81056,0,4597,2984,3762,6,6,44036,42824,0,0,2549,0,0,0,0,0,0,0,0,0,0,78,1958,380,,82,1958,941,,,2670,,417,,3346,,416,3,3,,,3,3,,
110764313093221_356867548482895,https://www.facebook.com/jowradio/posts/356867548482895,"إيريك زمور  يريد طرد الجزائريين والمسلمين  من أوروبا..لا يعترف بفلسطين  ويمجد الإستعمار الفرنسي للجزائر&quot; إليكم أبرز تصريحاته ومواقفه  العنصرية المتطرفة .",Video,,,"11/27/2019 04:01:59 AM"," ",530356,530356,0,575785,575785,0,48211,45998,54809,185,185,59662,56594,0,0,5676,44404,44404,0,0,238441,240060,0,0,36606,198357,1777,2276,1655,,2112,2398,2029,,18463,31514,1,,19406,35401,1,,35,150,,,34,150,,
110764313093221_356849535151363,https://www.facebook.com/jowradio/posts/356849535151363,"هل فكرت في هذا من قبل ؟",Link,,,"11/27/2019 03:26:46 AM"," ",6055,6055,0,6239,6239,0,187,159,184,0,0,3893,3789,0,0,145,0,0,0,0,0,0,0,0,0,0,3,32,3,,3,34,3,,,92,80,,,104,80,,,,,,,,,
110764313093221_356373155199001,https://www.facebook.com/jowradio/posts/356373155199001,"ما تراطيوش الحصة المتميزة تاع ليوم 🔥
رايحين نحكيو على صناع المحتوى (المؤثرين)(Influenceurs) اللي ينشطوا في شبكات التواصل الإجتماعي...🔥🤩

أسمعونا من 21سا-00:00 سا 
#LDTH",Photo,,,"11/26/2019 10:32:57 AM"," ",11708,11708,0,12103,12103,0,215,154,183,2,2,7881,7770,0,0,180,0,0,0,0,0,0,0,0,0,0,,72,4,,,72,4,,,114,,42,,140,,43,1,1,,,1,1,,
110764313093221_355830068586643,https://www.facebook.com/jowradio/posts/355830068586643,"شاهدوا حكاية مستمعة اللي فقدت ثقة خطيبها ...بسبب رسائل خطيبها السابق 😮
أبعثوا أسراركم في تسجيل صوتي على الواتساب : 0770149543 
#SERREKFIJOW",Video,,,"11/26/2019 09:00:03 AM"," ",70178,70178,0,75218,75218,0,5026,4734,6498,17,18,43873,42703,0,0,2937,603,603,0,0,23658,24696,0,0,24927,444842,22,580,143,,22,619,162,,1121,4127,1,,1211,5286,1,,10,8,,,10,8,,
110764313093221_356225828547067,https://www.facebook.com/jowradio/posts/356225828547067,"نصيحة موح ميلانو لي حاب يبدى فلغنى و ينجح",Video,,,"11/26/2019 09:00:01 AM"," ",16067,16067,0,16548,16548,0,867,759,968,1,1,10267,10283,0,0,625,155,155,0,0,5812,5843,0,0,11634,157951,1,145,13,,1,147,16,,276,583,,,277,691,,,,1,,,,1,,
110764313093221_356235021879481,https://www.facebook.com/jowradio/posts/356235021879481,"من يستمع إلى رائعة  &quot;يالمقنين الزين&quot; للراحل الباجي يعتقد أنها تتحدث عن بلبل سجين .. 
اليكم القصة الحقيقية لهذه الأغنية",Video,,,"11/26/2019 07:00:01 AM"," ",313979,313979,0,331452,331452,0,26397,23859,29982,65,64,52808,47947,0,0,4816,13999,14137,0,0,92857,99268,0,0,14401,117717,1251,4219,276,,1389,4569,351,,5491,21081,1,,5889,24091,1,,21,43,,,21,43,,
110764313093221_356248218544828,https://www.facebook.com/jowradio/posts/356248218544828,"نور الدين سعدي: &quot;هذا مشكل التحكيم في الجزائر&quot;
اسمعونا على : www.jow.radio",Video,,,"11/26/2019 06:44:27 AM"," ",9205,9205,0,9730,9730,0,404,343,410,1,1,5213,5251,0,0,262,243,251,0,0,2357,2450,0,0,4533,36223,,65,1,,,65,1,,183,177,9,,186,215,9,,1,,,,1,,,
110764313093221_356230581879925,https://www.facebook.com/jowradio/posts/356230581879925,"الجزائر  بـ 58 ولاية بدل 48 .. تعرف على  الولايات العشر الجديدة ...",Link,,,"11/26/2019 06:13:01 AM"," ",13812,13812,0,13708,13708,0,1148,1053,1174,1,1,8990,9306,0,0,794,0,0,0,0,0,0,0,0,0,0,9,110,22,,9,111,26,,,373,759,,,398,776,,1,,,,1,,,
110764313093221_356135201889463,https://www.facebook.com/jowradio/posts/356135201889463,"les influenceurs - المؤثرين
يقدرو يولو ممثلين ولا منشطين ؟ في رايكم؟",,,,"11/26/2019 03:24:42 AM"," ",11248,11248,0,11667,11667,0,1368,162,164,5,5,7426,7182,0,0,1008,0,0,0,0,0,0,0,0,0,0,2,28,16,1260,2,28,18,1409,,162,,,,164,,,2,3,,,2,3,,
110764313093221_356075205228796,https://www.facebook.com/jowradio/posts/356075205228796,"شوفوا معانا Quizz خفيف ظريف تع djam 😅",Video,,,"11/26/2019 03:00:01 AM"," ",123834,123834,0,130415,130415,0,7527,6575,8004,23,23,35835,33930,0,0,2925,4150,4387,0,0,44833,47147,0,0,20345,141034,19,1514,23,,20,1569,26,,2158,5195,1,,2246,5757,1,,6,17,,,6,17,,
110764313093221_356102048559445,https://www.facebook.com/jowradio/posts/356102048559445,"هدف خرافي من رودريغيز أنطونيو حارس فريق &quot; شيفاز غوادالاخارا&quot; المكسيكي  في الدقيقة +90",SharedVideo,,,"11/26/2019 02:17:55 AM"," ",27714,27714,0,27371,27371,0,3595,3461,3774,0,0,18183,18567,0,0,2474,0,0,0,0,9353,9353,0,0,0,56958,,212,5,,,215,5,,,3461,1,,,3773,1,,,,,,,,,
110764313093221_356091465227170,https://www.facebook.com/jowradio/posts/356091465227170,"اليوم فريق جو بوزيتيف سيستقبل موهبة جزائرية شابة، تعمل لدى أحد أكبر الشركات في العالم &quot;غوغل&quot; &quot;Google&quot; !

إنطلاقاً من الساعة السادسة مساءا، فريق سيلابس في إنتظاركم للحديث مع فاطمة الملياني عن التكنولوجيا، الطاقات الشبانية الجزائرية في العالم ، صناعة المحتوى على اليوتوب و أيضاً تجربة العمل في شركات التكنولوجيا الكبرى.
.
عندكم أسئلة لفاطمة؟
Sylabs سيلابس",Photo,,,"11/26/2019 01:56:03 AM"," ",11262,11262,0,11502,11502,0,315,243,286,0,0,7407,7390,0,0,260,0,0,0,0,0,0,0,0,0,0,1,79,1,,1,79,1,,,208,,40,,246,,40,,,,,,,,
110764313093221_355844428585207,https://www.facebook.com/jowradio/posts/355844428585207,"شاهدوا القصة هذه المرأة اللي راحت تحوس على خدمة . أسمعوا واش قالولها ! 
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/25/2019 04:01:29 PM"," ",483071,483071,0,583178,583178,0,43586,39107,47662,114,119,95517,79176,0,0,8981,16431,17127,0,0,244771,274523,0,0,36811,246463,230,5671,469,,236,5671,596,,16318,25117,2,,17267,30393,2,,34,85,,,33,81,,
110764313093221_355816808587969,https://www.facebook.com/jowradio/posts/355816808587969,"أسمعوا تجربة مسستمعة جو مع الكوبياج 😂 
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/25/2019 02:56:21 PM"," ",26944,26944,0,28121,28121,0,1316,1211,1503,5,5,17961,17603,0,0,883,450,450,0,0,8474,8551,0,0,16405,267114,4,160,13,,4,160,19,,343,963,1,,372,1130,1,,1,4,,,1,4,,
110764313093221_355756955260621,https://www.facebook.com/jowradio/posts/355756955260621,"أسمعوا الأخبار المتميزة تاع نذير كشوت 😂
#LDTH",Video,,,"11/25/2019 01:30:00 PM"," ",46758,46758,0,48637,48637,0,2332,2030,2526,10,10,29307,28891,0,0,1341,1242,1242,0,0,14551,15391,0,0,16301,224746,9,377,5,,9,389,6,,813,1452,,,877,1649,,,4,6,,,4,6,,
110764313093221_354937565342560,https://www.facebook.com/jowradio/posts/354937565342560,"وسيلة تمزالي:  &quot;لازم المساواة بين الرجل و المرأة&quot;
اسمعونا  على : www.jow.radio
كل السبت من:21 سا ـ 23 سا #BNATIME",Video,,,"11/25/2019 11:21:00 AM"," ",38037,38037,0,38969,38969,0,2273,2113,2740,8,8,24499,23928,0,0,1516,209,215,0,0,11569,11789,0,0,7730,132522,5,303,261,,6,327,322,,309,1967,15,,322,2402,15,,4,4,,,4,4,,
110764313093221_355620631940920,https://www.facebook.com/jowradio/posts/355620631940920,"تخلطت حول قضية تربص سانتيتيانبين لوكاد و نور الدين سعدي 😮⚽
اسمعونا على : www.jow.radio",Video,,,"11/25/2019 10:30:01 AM"," ",46764,46764,0,48704,48704,0,2997,2843,3605,7,7,25220,24851,0,0,1543,1337,1359,0,0,17406,18463,0,0,21220,224191,6,208,26,,6,210,26,,1018,2178,32,,1054,2516,35,,2,5,,,2,5,,
110764313093221_355595808610069,https://www.facebook.com/jowradio/posts/355595808610069,"واكاد : &quot;مولود عيبود كان دايم طالب عمل&quot; 
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/25/2019 08:20:00 AM"," ",66048,66048,0,67701,67701,0,4734,4443,5992,16,16,23291,22753,0,0,1571,2946,2979,0,0,21611,22516,0,0,22253,175594,35,384,96,,38,390,125,,1333,3726,105,,1382,4507,103,,7,9,,,7,9,,
110764313093221_355565701946413,https://www.facebook.com/jowradio/posts/355565701946413,"شاهدوا معنا قصة فريد و زوجته  سامية 😍 الذي افتتح  احد أشهر  محلات لبيع المحاجب في الجزائر العاصمة

www.jow.news",Video,,,"11/25/2019 07:19:35 AM"," ",6173016,6173016,0,7911112,7911112,0,563185,467532,628337,596,595,266857,186102,0,0,30996,382695,389952,0,0,2233425,2670854,0,0,29998,216533,14515,129337,16896,,15595,137939,24161,,128267,383370,1349,,144444,482494,1355,,190,405,,,187,403,,
110764313093221_355551365281180,https://www.facebook.com/jowradio/posts/355551365281180,"واكاد : &quot;علاش مولود عيبود مازالو يهدر على حناشي ؟''
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/25/2019 06:54:14 AM"," ",44387,44387,0,46881,46881,0,2843,2670,3488,9,9,20421,19890,0,0,1314,2347,2465,0,0,14089,14558,0,0,17279,128063,14,259,59,,15,259,77,,814,2202,31,,883,2573,32,,3,6,,,3,6,,
110764313093221_355529935283323,https://www.facebook.com/jowradio/posts/355529935283323,"اليوم العالمي لمكافحة العنف ضد المرأة",Video,,,"11/25/2019 06:30:00 AM"," ",13727,13727,0,14157,14157,0,559,476,575,3,3,8277,8297,0,0,320,95,96,0,0,3036,3133,0,0,5924,142826,14,116,18,,14,130,22,,192,316,,,205,370,,,2,1,,,2,1,,
110764313093221_355469605289356,https://www.facebook.com/jowradio/posts/355469605289356,"لماذا أُختير يوم 25 نوفمبر اليوم العالمي للقضاء على العنف ضد المرأة ؟",Link,,,"11/25/2019 04:34:55 AM"," ",9416,9416,0,9540,9540,0,185,151,170,0,0,6236,6412,0,0,132,0,0,0,0,0,0,0,0,0,0,3,37,8,,3,37,10,,,91,66,,,103,67,,,,,,,,,
110764313093221_355451828624467,https://www.facebook.com/jowradio/posts/355451828624467,"ردّ واكاد على مولود عيبود في حصة بالون 😲
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/25/2019 04:04:27 AM"," ",33894,33894,0,34505,34505,0,2252,2135,2808,8,8,18875,18568,0,0,1333,1074,1089,0,0,9080,9524,0,0,14530,144277,12,184,57,,12,188,68,,740,1632,28,,772,2008,28,,3,5,,,3,5,,
110764313093221_355410851961898,https://www.facebook.com/jowradio/posts/355410851961898,"هل تعلمون قصة الشقيقات الثلاث ميرابال و علاقتهن باليوم العالمي للعنف ضد المرأة ؟",Video,,,"11/25/2019 02:45:29 AM"," ",22020,22020,0,23320,23320,0,850,591,714,2,2,12167,11789,0,0,434,543,543,0,0,5734,5766,0,0,9953,148351,39,276,11,,50,292,14,,233,411,,,247,467,,,2,,,,2,,,
110764313093221_355051878664462,https://www.facebook.com/jowradio/posts/355051878664462,"إكتشفوا كواليس إخراج الفيلم الجزائري &quot; عمار قتلاتو الرجلة &quot; 
#LDTH",Video,,,"11/24/2019 02:00:00 PM"," ",41112,41112,0,41871,41871,0,1668,1495,1978,6,6,27082,26925,0,0,1110,415,433,0,0,15038,15433,0,0,11425,316073,9,228,7,,9,240,7,,530,1227,,,551,1427,,,2,4,,,2,4,,
110764313093221_355039278665722,https://www.facebook.com/jowradio/posts/355039278665722,"المخرج السينيمائي مرزاق علواش يحكينا على خصوصية أعماله السينيماتوغرافية 🎬

#LDTH",Video,,,"11/24/2019 01:00:00 PM"," ",12562,12562,0,12896,12896,0,474,415,482,0,0,8151,7979,0,0,326,88,88,0,0,3192,3380,0,0,8050,169983,2,76,1,,2,77,1,,191,253,,,198,284,,,,,,,,,,
110764313093221_355009298668720,https://www.facebook.com/jowradio/posts/355009298668720,"📌 غريتا.. الطفلة التي وبخت قادة العالم و تريد إنقاذ الكوكب من الانقراض السادس",Link,,,"11/24/2019 11:38:21 AM"," ",13623,13623,0,14218,14218,0,275,216,240,1,1,9310,9234,0,0,197,0,0,0,0,0,0,0,0,0,0,2,70,12,,2,72,23,,,140,82,1,,155,84,1,1,,,,1,,,
110764313093221_355000668669583,https://www.facebook.com/jowradio/posts/355000668669583,"ضيف اليوم في بالون هو فاروق بلقايد، ما تراطيوش الحصة من التسعة إلى الحداش تع الليل ⚽️😁
اسمعونا على: www.jow.radio 
Ballon",Photo,,,"11/24/2019 11:19:42 AM"," ",23933,23933,0,24281,24281,0,786,597,689,0,0,15964,15821,0,0,593,0,0,0,0,0,0,0,0,0,0,2,210,42,,2,225,51,,,352,170,123,,395,172,122,,,,,,,,
110764313093221_354891222013861,https://www.facebook.com/jowradio/posts/354891222013861,"في بعض الأحيان ...لكلمة تجرح كثر من الرصاص 💣
إوزن كلامك ... لأنّ عواقبو في أغلب الأحيان ثقيلة 
وعلى هذا قررنا نشارككم بطريقتنا 

#لا_للعنف_ضدّ_المرأة #violence_verbale #لا_للعنف_اللّفظي #25Novembre #25_نوفمبر #اليوم_العالمي_للعنف_ضدّ_المرٱة",Photo,,,"11/24/2019 08:06:00 AM"," ",69843,69843,0,72499,72499,0,6514,5875,7702,3,3,34989,33221,0,0,3515,0,0,0,0,0,0,0,0,0,0,156,1074,204,,156,1157,288,,,1938,,5014,,2805,,4897,3,,,,3,,,
110764313093221_354736495362667,https://www.facebook.com/jowradio/posts/354736495362667,"تينهينان كرشوش في  Quizz.... علاش 😅شوفو واش قالتنا",Video,,,"11/24/2019 03:35:10 AM"," ",233062,233062,0,273213,273217,0,30916,29112,38619,62,64,79510,67139,0,0,10765,21548,22516,0,0,115638,128343,0,0,36925,168597,39,3145,322,,44,3253,361,,14719,18295,1,,16755,21856,1,,21,43,,,21,41,,
110764313093221_354192905417026,https://www.facebook.com/jowradio/posts/354192905417026,"&quot; الإقلاع عن الفيسبوك أصعب من الإقلاع عن التدخين &quot;  ...
 هل حقا نحن مدمون على مواقع التواصل الاجتماعي ؟",Link,,,"11/23/2019 07:57:56 AM"," ",12700,12700,0,12913,12913,0,218,154,164,0,0,8579,8446,0,0,162,0,0,0,0,0,0,0,0,0,0,3,74,11,,6,75,13,,,109,44,1,,117,46,1,,,,,,,,
110764313093221_354019878767662,https://www.facebook.com/jowradio/posts/354019878767662,"23 نوفمبر   .. 
الذكرى الـ41 لرحيل عملاق الأغنية الشعبية  &quot;الحاج امحمد العنقى&quot; 

واش من أغانيه تحبوها كثر ؟",Photo,,,"11/23/2019 02:59:02 AM"," ",8941,8941,0,9153,9153,0,294,188,207,1,1,5994,6044,0,0,220,0,0,0,0,0,0,0,0,0,0,7,130,20,,7,131,21,,,153,,41,,166,,41,,1,,,,1,,
110764313093221_353994298770220,https://www.facebook.com/jowradio/posts/353994298770220,"واش راح  يقولنا أمين بابيلون ؟ ... 
هذا السؤال ميحتاجش question 😅

#LDTH",Video,,,"11/23/2019 02:10:44 AM"," ",60751,60751,0,61306,61306,0,6423,5851,7814,10,10,25638,25425,0,0,2780,3386,3458,0,0,18727,18791,0,0,17915,84223,6,828,12,,6,854,14,,2011,5286,,,2145,5666,,,4,6,,,4,6,,
110764313093221_353407672162216,https://www.facebook.com/jowradio/posts/353407672162216,"الطفل البلجيكي المعجرزة  لوران سيمونز ، تحصل على البكالوريا  في سن 8 ويحضر للدكتوراه في  التاسعة .",Link,,,"11/22/2019 11:30:15 AM"," ",14862,14862,0,15549,15549,0,375,270,320,2,2,10159,9965,0,0,265,0,0,0,0,0,0,0,0,0,0,14,108,18,,14,109,19,,,176,120,,,196,124,,2,,,,2,,,
110764313093221_352818048887845,https://www.facebook.com/jowradio/posts/352818048887845,"اسمعوا قصة شاب مجهول النسب و عندو إعاقة ...في حاجة لكرسي متحرك 😢

اذا حابين تعاونو محمد لمين من قسنطينة ,معليكم غير  تبعتو تسجيل صوتي عبر الواتساب أو الفايبر على الرقم التالي 0770149543
#SERREKFIJOW",Video,,,"11/22/2019 09:00:02 AM"," ",18154,18154,0,19377,19377,0,969,858,1053,2,2,11346,10666,0,0,475,77,80,0,0,6574,6918,0,0,10355,290388,21,201,18,,21,217,26,,407,506,,,424,628,,,2,,,,2,,,
110764313093221_353100912192892,https://www.facebook.com/jowradio/posts/353100912192892,"أشبال بلماضي قد يواجهون المنتخب الإيطالي سنة 2020",Link,,,"11/22/2019 01:58:09 AM"," ",20017,20017,0,20609,20609,0,676,413,472,2,2,13135,13212,0,0,490,0,0,0,0,0,0,0,0,0,0,4,275,25,,4,275,33,,,215,213,1,,253,218,1,1,1,,,1,1,,
110764313093221_352799125556404,https://www.facebook.com/jowradio/posts/352799125556404,"شاهدوا كمال عبدات في فقرة &quot;حمار الليل &quot; 😂
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543

#SERREKFIJOW",Video,,,"11/21/2019 02:19:41 PM"," ",55059,55059,0,54892,54892,0,3014,2738,3425,4,4,35217,35394,0,0,1959,338,338,0,0,16744,18032,0,0,22955,572031,12,441,25,,14,454,28,,838,2167,,,891,2534,,,3,1,,,3,1,,
110764313093221_352770595559257,https://www.facebook.com/jowradio/posts/352770595559257,"تبعوا القصة المؤلمة تاع هاذ المستمعة اللي تعرضت للإغتصاب 
هايليك رسالتها !
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/21/2019 01:35:00 PM"," ",427704,427704,0,491780,491780,0,58001,55004,72003,153,153,117460,104308,0,0,15521,13644,13936,0,0,195961,211630,0,0,41226,317994,162,6497,643,,171,6892,859,,17275,42465,,,18716,53283,,,42,111,,,42,109,,
110764313093221_352669412236042,https://www.facebook.com/jowradio/posts/352669412236042,"ابعثولنا أسراركم و حكاياتكم الأكثر غرابة في تسجيل صوتي عبر الواتساب أو الفايبر على الرقم التالي 0770149543",Photo,,,"11/21/2019 10:00:09 AM"," ",13190,13190,0,13640,13640,0,354,241,256,2,2,9160,8975,0,0,267,0,0,0,0,0,0,0,0,0,0,,127,19,,,129,26,,,181,,65,,190,,66,,2,,,,2,,
110764313093221_352576698911980,https://www.facebook.com/jowradio/posts/352576698911980,"ببالغ الحزن و الأسى تلقينا خبر وفاة الشّيخ اليامين 😔
إنّا لله و إن إليه راجعون",Photo,,,"11/21/2019 07:04:23 AM"," ",16187,16187,0,16257,16257,0,451,216,229,1,1,10705,10708,0,0,330,0,0,0,0,0,0,0,0,0,0,1,255,15,,1,263,15,,,151,,72,,156,,73,1,,,,1,,,
110764313093221_352155325620784,https://www.facebook.com/jowradio/posts/352155325620784,"فيلم &quot;بابيشا&quot; مرشح لنيل جائزة  &quot;Golden Globes&quot;
#SERKALA",Video,,,"11/21/2019 07:00:00 AM"," ",18464,18464,0,19486,19486,0,921,810,986,0,0,12747,12227,0,0,627,142,145,0,0,6938,7238,0,0,12006,210282,2,150,14,,2,162,16,,323,552,,,333,653,,,,,,,,,,
110764313093221_351786945657622,https://www.facebook.com/jowradio/posts/351786945657622,"الى اي مدى نقدرو نرجعوا الحسابات الضائعة ديالنا",Video,,,"11/21/2019 03:00:01 AM"," ",26483,26483,0,26820,26820,0,936,835,973,2,2,17499,16885,0,0,631,75,75,0,0,8749,8905,0,0,14582,540799,4,131,1,,4,136,3,,310,579,,,321,651,,,1,1,,,1,1,,
110764313093221_352436338926016,https://www.facebook.com/jowradio/posts/352436338926016,"هذه هي رسالة مولود عيبود لأنصار شبيبة القبائل
اسمعونا على : www.jow.radio 
Ballon",Video,,,"11/21/2019 03:00:00 AM"," ",13139,13139,0,13565,13565,0,717,628,746,0,0,8076,7690,0,0,425,260,260,0,0,3455,3617,0,0,10984,148586,3,106,7,,3,106,8,,331,356,11,,333,402,11,,,,,,,,,
